,Components_cnt,time,token,Degree mean,Degree std,Top10Degree mean,Top10Degree std,Top10 Degree mean ratio
182,130,2021-04-10,AAVE,2.2436929683306497,5.3543282527125555,61.2,27.17760515980432,27.27645933014354
183,164,2021-04-11,AAVE,2.1624154086413325,4.971341116448929,57.4,24.545649082655952,26.54439094848339
184,131,2021-04-12,AAVE,2.490771812080537,7.786217122534956,88.0,73.1193848746312,35.33041428090266
185,117,2021-04-13,AAVE,2.341845140032949,6.036909838752457,73.0,34.27341049073854,31.172001406964473
186,120,2021-04-14,AAVE,2.3623326959847035,5.912616984562887,67.6,34.157153147051226,28.615783083771753
187,158,2021-04-15,AAVE,2.3815881939564303,7.065239427094065,89.6,47.08904095198561,37.62195337857774
188,100,2021-04-16,AAVE,2.344232515894641,5.175742522149764,59.9,19.79028942576524,25.552072839984504
189,87,2021-04-17,AAVE,2.252723311546841,5.567653583107757,62.2,32.42701205956403,27.6110251450677
190,93,2021-04-18,AAVE,2.5222457627118646,6.563095812525773,70.9,37.848968868972435,28.10986980260395
191,99,2021-04-19,AAVE,2.350592638802246,5.119603637866634,53.3,20.65080036113747,22.675132696390655
192,78,2021-04-20,AAVE,2.4419161676646706,4.995016442015015,52.6,16.31767957359951,21.54046101029917
193,88,2021-04-21,AAVE,2.376045794804051,5.868412302120732,70.3,30.69943901043724,29.586971830985917
194,100,2021-04-22,AAVE,2.5175023651844843,6.454979052861096,76.7,27.77308849307985,30.466704246523864
195,111,2021-04-23,AAVE,2.4659034345445496,6.102050239397677,68.7,31.034210513918705,27.859971740008074
196,114,2021-04-24,AAVE,2.3118908382066277,7.6976757864109,89.1,59.94895977227443,38.53988195615514
197,154,2021-04-25,AAVE,2.313274336283186,7.216202128588643,87.3,54.3283228773599,37.738714613618974
198,130,2021-04-26,AAVE,2.4638838475499094,7.879612433349187,103.8,57.8269448921137,42.12860931054802
199,134,2021-04-27,AAVE,2.428129829984544,7.587949272275923,98.0,57.094463635082676,40.36028007638447
200,141,2021-04-28,AAVE,2.4107142857142856,6.783966930362036,93.3,44.13627885437456,38.702222222222225
201,103,2021-04-29,AAVE,2.537178909418657,7.929117981574495,99.8,45.63819063508593,39.33502664298401
202,83,2021-04-30,AAVE,2.4743811168681633,11.70546541081125,108.4,109.68358532109028,43.808934388087486
203,140,2021-05-01,AAVE,2.4617860016090103,12.726054480628537,147.8,132.66901170456748,60.037712418300664
204,126,2021-05-02,AAVE,2.3992449268522886,11.143332605808888,116.5,110.7943540478886,48.55694335169159
205,124,2021-05-03,AAVE,2.5065055762081783,13.281067520967094,133.0,141.8042469196337,53.061920652576944
206,107,2021-05-04,AAVE,2.5458422174840085,12.894175585780966,118.4,131.083688280935,46.507202680067
207,106,2021-05-05,AAVE,2.4705882352941178,12.213498535237983,111.8,123.44031396229965,45.252380952380946
208,88,2021-05-06,AAVE,2.5786963434022256,12.691461872067928,112.9,129.8336114673957,43.78181257706535
209,79,2021-05-07,AAVE,2.5260744985673353,12.329736366165124,104.0,125.10706525923217,41.170598911070776
210,61,2021-05-08,AAVE,2.4452554744525545,12.547714460182817,86.8,121.4585434532202,35.497313432835824
211,68,2021-05-09,AAVE,2.49890590809628,10.953543184336922,83.9,96.2698175846292,33.57469352014011
212,59,2021-05-10,AAVE,2.411497730711044,12.4364895344839,86.9,116.46120002434765,36.035696361355086
213,38,2021-05-11,AAVE,2.388088376560999,10.388936991961849,68.2,83.1742481514294,28.55840707964602
214,116,2021-05-12,AAVE,2.557452699584679,13.262750570515763,126.6,146.9256803814621,49.50238181162035
215,126,2021-05-13,AAVE,2.5727773406766326,12.823231884013586,143.1,136.8831212709912,55.620825688073396
216,96,2021-05-14,AAVE,2.5255544840887176,12.05180859882996,121.6,118.75577178955696,48.14784268804887
217,111,2021-05-15,AAVE,2.526044352759154,12.463640302800993,122.0,122.42276476756001,48.2968558595345
218,110,2021-05-16,AAVE,2.5158421345191773,10.817612695867806,101.9,97.28703236642933,40.5033362792753
219,126,2021-05-17,AAVE,2.6436077057793343,12.33543263269926,127.4,124.86988783885765,48.191719112288844
220,176,2021-05-18,AAVE,2.581770319183942,13.88594363272951,172.0,154.98171935210078,66.6209533520265
221,137,2021-05-19,AAVE,2.6365503080082138,12.466311992114127,146.0,121.38551991256801,55.375389408099686
222,95,2021-05-20,AAVE,2.6344086021505375,13.05125017272266,145.2,123.63728312195224,55.11673469387755
223,113,2021-05-21,AAVE,2.59679037111334,11.579386746289785,127.3,95.96532938746392,49.02205484743144
224,126,2021-05-22,AAVE,2.5616570327552988,11.391375048426143,126.2,97.03241153804684,49.264986837156826
225,105,2021-05-23,AAVE,2.7082125603864733,11.338667239313613,121.5,96.86101153485625,44.86353906528719
226,109,2021-05-24,AAVE,2.6595932802829356,12.693715893582848,146.2,111.39698779091331,54.970811170212755
227,110,2021-05-25,AAVE,2.5809167446211414,12.536749934700978,139.4,115.18506847677786,54.01181587531714
228,121,2021-05-26,AAVE,2.6032719836400817,12.795782134733287,129.2,122.52872679045062,49.62985074626865
229,109,2021-05-27,AAVE,2.590354445090064,11.627658482811555,111.6,102.88742499558543,43.0829071332436
230,89,2021-05-28,AAVE,2.666256914566687,11.152465061147046,110.0,87.08361243974412,41.256339326878745
231,107,2021-05-29,AAVE,2.3173114497850724,21.33844646496693,195.2,293.8611917215337,84.23554806070825
232,97,2021-05-30,AAVE,2.5178791615289766,10.360943768340212,104.2,79.6796363222401,41.384035259549464
233,80,2021-05-31,AAVE,2.690994702766333,11.065198476559308,113.9,84.46491710895253,42.326356080489944
234,86,2021-06-01,AAVE,2.6034285714285716,11.267696948688654,116.8,91.61368165654444,44.863915715539946
235,85,2021-06-02,AAVE,2.488830486202365,10.619357305630926,96.3,88.61658986894045,38.6928722280887
236,82,2021-06-03,AAVE,2.5328185328185326,11.162581980925609,104.8,91.42550094050468,41.37682926829268
237,71,2021-06-04,AAVE,2.6300268096514747,11.001669734832761,102.8,86.22683263733317,39.087054026503566
238,76,2021-06-05,AAVE,2.475032010243278,10.275061586870015,107.1,68.67548487067435,43.27216761510605
239,64,2021-06-06,AAVE,2.474617737003058,13.456528144958831,124.0,123.46479480222511,50.108749382105785
240,95,2021-06-07,AAVE,2.5340314136125652,10.51623721427264,112.1,75.63574992466636,44.23780991735537
241,81,2021-06-08,AAVE,2.5836858006042296,10.768144595940026,106.2,84.1847175363003,41.10406922357343
242,65,2021-06-09,AAVE,2.675444371296906,11.517729761705494,112.8,84.72675033436737,42.161220472440945
243,70,2021-06-10,AAVE,2.668052668052668,11.067439129987308,104.0,79.85264206301783,38.97974025974026
244,75,2021-06-11,AAVE,2.667091836734694,11.174665425701328,108.1,84.47544021785266,40.53103778096604
245,85,2021-06-12,AAVE,2.589850746268657,13.207860053089336,121.3,121.6434224371471,46.83667588750576
246,65,2021-06-13,AAVE,2.585825027685493,14.966114951542176,136.0,152.3001422630108,52.594432548179874
247,83,2021-06-14,AAVE,2.6099125364431486,12.506381836158198,121.3,108.7535950874473,46.47665326184093
248,82,2021-06-15,AAVE,2.5648090169067,11.501948790603553,117.4,85.15893637454876,45.773388671875004
249,67,2021-06-16,AAVE,2.586387434554974,10.827660307426289,93.4,83.63040382806031,36.11214574898786
250,61,2021-06-17,AAVE,2.534407027818448,9.966165577332008,91.7,71.1603041652359,36.18203350664356
251,63,2021-06-18,AAVE,2.6540795684423464,10.493476632385361,98.1,77.88659847638887,36.96196646341463
252,63,2021-06-19,AAVE,2.5899159663865547,9.159546440395985,83.0,53.559935275041795,32.04737183646982
253,46,2021-06-20,AAVE,2.6655405405405403,9.367465596998285,79.6,61.93222101620448,29.862610899873257
254,56,2021-06-21,AAVE,2.7387755102040816,10.323616240334214,100.0,67.33003292241385,36.51266766020864
255,76,2021-06-22,AAVE,2.809972299168975,11.489603429736798,119.3,89.00568021823725,42.45593454258675
256,67,2021-06-23,AAVE,2.6981382978723403,10.157998490098597,96.4,73.17740999333971,35.72833908329227
257,60,2021-06-24,AAVE,2.6483893077450307,10.738142205296944,100.2,80.21471186758698,37.83431677018634
258,43,2021-06-25,AAVE,2.643696162881754,10.288810679526893,85.3,77.67746706020279,32.265432464454975
259,66,2021-06-26,AAVE,2.621813031161473,10.27013064117072,95.8,71.894676050765,36.53960021609941
260,64,2021-06-27,AAVE,2.6310469314079423,10.543416465609932,93.9,78.78867656938753,35.68921514818881
261,55,2021-06-28,AAVE,2.6385780118499014,10.646635279392237,101.6,79.87518040320438,38.505588822355286
262,60,2021-06-29,AAVE,2.588305489260143,11.077041762200688,113.1,83.57890483449357,43.69654218533886
263,51,2021-06-30,AAVE,2.413793103448276,14.260473154372217,120.7,144.39917666739734,50.004285714285714
264,58,2021-07-01,AAVE,2.5560675883256527,9.558887718189798,80.5,72.18841088891392,31.493689903846157
265,81,2021-07-02,AAVE,2.365329512893983,8.899505924364146,79.7,65.19892637152854,33.695093882495456
266,77,2021-07-03,AAVE,2.5670886075949366,9.771223749238716,97.8,65.90531929299114,38.09763313609467
267,78,2021-07-04,AAVE,2.495402298850575,10.69367946308065,103.4,91.39924628913644,41.436204514048825
268,66,2021-07-05,AAVE,2.694195092758827,10.143365540414427,100.9,70.93103066437926,37.45088849400267
269,73,2021-07-06,AAVE,2.6688172043010754,11.521525832235554,121.3,93.03410366335801,45.4508460918614
270,60,2021-07-07,AAVE,2.5132616487455195,9.163214174996506,84.2,62.123175135281755,33.502281802624076
271,58,2021-07-08,AAVE,2.6933333333333334,9.825978332322324,94.1,62.31185013034572,34.93811881188119
272,71,2021-07-09,AAVE,2.638946638946639,9.634545852589206,90.2,66.69466078913497,34.18030462184874
273,53,2021-07-10,AAVE,2.5482315112540195,10.116223483188001,78.2,80.48712802540402,30.687949526813878
274,60,2021-07-11,AAVE,2.4655414908579467,12.415961315123406,95.5,116.11034024199185,38.733884768967485
275,59,2021-07-12,AAVE,2.641509433962264,9.641183638573969,80.4,70.20319714150409,30.43714285714286
276,57,2021-07-13,AAVE,2.5663430420711975,8.405105440506588,75.0,50.642538114382326,29.224464060529634
277,57,2021-07-14,AAVE,2.654320987654321,9.526680105068435,87.7,59.94080413207685,33.04046511627907
278,50,2021-07-15,AAVE,2.523316062176166,8.778798538173222,71.0,60.315835400000886,28.137577002053387
279,62,2021-07-16,AAVE,2.4609733700642793,7.896887846147106,65.5,46.31594397900864,26.615485074626864
280,57,2021-07-17,AAVE,2.406015037593985,7.774733028406254,61.0,49.63869458396343,25.353125000000002
281,59,2021-07-18,AAVE,2.4549763033175354,7.75035111981801,65.4,43.36460410160444,26.639768339768345
282,57,2021-07-19,AAVE,2.5449688334817453,8.202021351765778,67.3,51.2185947136823,26.44433170048985
283,75,2021-07-20,AAVE,2.5830145371078808,8.9236056225512,78.5,60.73485179221418,30.390847156398102
284,59,2021-07-21,AAVE,2.575663026521061,8.603920492580482,75.7,55.575874062202374,29.390490611750455
285,69,2021-07-22,AAVE,2.498447204968944,8.022888629022146,69.6,53.421177656639344,27.85730267246737
286,70,2021-07-23,AAVE,2.593440122044241,9.730266920271815,86.0,67.5359986311827,33.160588235294114
287,53,2021-07-24,AAVE,2.530944625407166,9.022466936509339,74.4,64.10962832870305,29.396138996139
288,38,2021-07-25,AAVE,2.571715145436309,8.186218851425746,65.4,46.85011561707541,25.4304992199688
289,65,2021-07-26,AAVE,2.6103423160961396,9.578528174851991,84.0,69.44062211702888,32.1796875
290,61,2021-07-27,AAVE,2.5294117647058822,9.32278975001165,80.7,64.52398348245747,31.9046511627907
291,78,2021-07-28,AAVE,2.422487223168654,8.478469111828272,71.9,56.82028198138799,29.680239099859357
292,57,2021-07-29,AAVE,2.5401987353206867,8.357677824749857,69.4,51.09511827083985,27.320697012802277
293,60,2021-07-30,AAVE,2.4563189143341817,8.685335905004166,71.5,59.998611095035635,29.10859806629834
294,47,2021-07-31,AAVE,2.466204506065858,8.311226170947705,73.0,49.870944558040115,29.600140548137738
295,73,2021-08-01,AAVE,2.455060728744939,8.793058255058973,75.1,59.71311041601799,30.589874670184695
296,63,2021-08-02,AAVE,2.3380035026269703,7.451833685951059,65.3,43.04532494940653,27.929812734082393
297,43,2021-08-03,AAVE,2.4627606752730884,8.75933773410302,71.4,51.273124864136506,28.99185483870968
298,63,2021-08-04,AAVE,2.4037735849056605,7.824273078229236,62.6,48.71276355672437,26.042386185243327
299,61,2021-08-05,AAVE,2.4907183212267956,8.306703759682511,67.7,57.236449148345244,27.180913804277385
300,56,2021-08-06,AAVE,2.4521072796934864,9.625632666044003,84.4,70.53005663466385,34.419375
301,67,2021-08-07,AAVE,2.4517158818834797,9.556387590435971,84.2,65.92049082880915,34.34329427083333
302,59,2021-08-08,AAVE,2.3941338221814847,8.199156504863845,68.1,51.15434162088948,28.444525267993875
303,55,2021-08-09,AAVE,2.4531104921077067,9.146112693250334,68.2,66.12748630066353,27.801438304314914
304,64,2021-08-10,AAVE,2.4326375711574952,8.682361269559635,64.0,62.252175330130704,26.308892355694226
305,69,2021-08-11,AAVE,2.481675392670157,8.772737823934433,77.4,60.687176020419116,31.188607594936713
306,75,2021-08-12,AAVE,2.404109589041096,7.676250126311354,66.0,46.77843757782235,27.45299145299145
307,67,2021-08-13,AAVE,2.4814814814814814,9.0989756033233,72.5,67.95137150116169,29.216417910447763
308,69,2021-08-14,AAVE,2.289803220035778,8.1144512133001,58.6,62.48590952277874,25.591718750000002
309,85,2021-08-15,AAVE,2.3075471698113206,7.817786771966768,58.0,55.55777773333511,25.134914145543746
310,67,2021-08-16,AAVE,2.476484194294526,8.87027272674605,77.0,62.29142976543581,31.092465753424655
311,62,2021-08-17,AAVE,2.502706883217324,8.74816391730722,71.8,64.16610389363599,28.6889369592089
312,61,2021-08-18,AAVE,2.5770897832817337,12.59870944793115,113.9,113.83365056080737,44.19714079769342
313,71,2021-08-19,AAVE,2.5083399523431296,8.513557056855621,77.4,52.569953395452046,30.857061431285626
314,70,2021-08-20,AAVE,2.487912087912088,9.360922492163496,84.1,67.3885087467523,33.80344522968198
315,85,2021-08-21,AAVE,2.466819221967963,8.719212209501347,77.0,61.40756377588097,31.214285714285715
316,66,2021-08-22,AAVE,2.3636363636363638,7.8987273022453515,58.9,53.542195198428935,24.91923076923077
317,82,2021-08-23,AAVE,2.423076923076923,8.307667176113416,72.3,54.81899508584795,29.83809523809524
318,51,2021-08-24,AAVE,2.544954128440367,8.720762367986037,67.6,59.48893454528609,26.562364816149962
319,66,2021-08-25,AAVE,2.392749244712991,8.099359529796361,56.2,57.56503568428786,23.487626262626264
320,51,2021-08-26,AAVE,2.495967741935484,7.762882517193625,58.1,48.35849919553382,23.277544426494345
321,42,2021-08-27,AAVE,2.4705882352941178,8.865213709075167,62.4,59.89472245346644,25.257142857142856
322,60,2021-08-28,AAVE,2.372340425531915,8.008493950003627,54.8,54.529910243013525,23.099551569506726
323,74,2021-08-29,AAVE,2.2837837837837838,6.619169190611509,46.2,40.20447736260229,20.22958579881657
324,61,2021-08-30,AAVE,2.411473788328388,8.30202330724947,60.1,57.92610234888356,24.922518457752254
325,53,2021-08-31,AAVE,2.3821062441752097,8.452641137620141,61.8,62.37841507017203,25.943427230046947
326,70,2021-09-01,AAVE,2.4297658862876252,8.796304869624203,66.3,67.57391015276038,27.286579490708878
327,92,2021-09-02,AAVE,2.2587601078167117,8.61472916191964,61.3,67.38949802784143,27.138782816229114
328,88,2021-09-03,AAVE,2.239450441609421,7.460279500671737,53.6,52.149784275680375,23.93444347063979
329,84,2021-09-04,AAVE,2.219742489270386,8.50902825176281,64.1,65.81362574219212,28.87722351121423
330,84,2021-09-05,AAVE,2.1955034213098727,7.708034497066394,52.4,57.416993225970224,23.866963490650047
331,84,2021-09-06,AAVE,2.2864864864864867,8.166708535962345,61.2,59.64487497774735,26.76595744680851
332,87,2021-09-07,AAVE,2.4266284896206156,8.50592787650146,80.5,56.409711535830034,33.173598820059
333,59,2021-09-08,AAVE,2.4560747663551403,8.20820253656165,66.5,51.06259774912444,27.07572298325723
334,74,2021-09-09,AAVE,2.4,8.211932282348458,65.0,55.256975426938936,27.083333333333336
335,79,2021-09-10,AAVE,2.332425068119891,7.780414362947074,63.3,49.28612606223198,27.139135514018694
336,75,2021-09-11,AAVE,2.3407534246575343,8.819448601768407,69.5,65.57480884879159,29.691294806144843
337,69,2021-09-12,AAVE,2.3943396226415095,7.616713273665623,57.8,50.67061388133275,24.14026792750197
338,65,2021-09-13,AAVE,2.4272030651340994,7.379031954905472,56.7,45.11725464461093,23.360220994475142
339,81,2021-09-14,AAVE,2.5483383685800605,9.111300797666619,77.7,65.86864032130752,30.49045643153527
340,93,2021-09-15,AAVE,2.496683861459101,8.808819790656484,73.2,66.73962674287128,29.318890200708385
341,58,2021-09-16,AAVE,2.5026737967914436,7.9576539818209415,62.8,53.16598745647655,25.093162393162395
342,55,2021-09-17,AAVE,2.437190900098912,7.860211975459853,57.2,53.29957264785942,23.46964285714286
343,85,2021-09-18,AAVE,2.3529411764705883,6.96978078081192,52.7,42.570333958442625,22.3975
344,56,2021-09-19,AAVE,2.4,7.143468188503333,56.9,41.409741205019216,23.708333333333332
345,68,2021-09-20,AAVE,2.5150375939849625,7.912370454385404,62.7,49.09186400118772,24.930044843049327
346,71,2021-09-21,AAVE,2.393852065321806,7.4218052342934735,58.0,46.657141885127174,24.228731942215088
347,70,2021-09-22,AAVE,2.3582358235823584,8.819992755109793,69.0,62.96736368063132,29.25916030534351
348,62,2021-09-23,AAVE,2.33615221987315,7.1160526179519294,51.6,43.612434516367514,22.08760180995475
349,49,2021-09-24,AAVE,2.481598317560463,8.023611732391155,60.3,49.19586703508064,24.298855932203388
350,62,2021-09-25,AAVE,2.3541666666666665,7.0330356565076135,51.5,44.217266612338975,21.876106194690266
351,40,2021-09-26,AAVE,2.5637860082304527,8.010230666598803,63.9,44.7547638680944,24.924077046548955
352,62,2021-09-27,AAVE,2.4655344655344655,7.54221856876753,58.7,45.367756538463894,23.80822528363047
353,52,2021-09-28,AAVE,2.4955357142857144,7.23137037345308,55.0,39.35027883566322,22.039355992844364
354,63,2021-09-29,AAVE,2.3642691415313224,6.509496278493327,47.6,35.509623108860694,20.13307163886163
355,53,2021-09-30,AAVE,2.383132530120482,6.954805322602191,48.0,40.74309757492672,20.141557128412536
356,47,2021-10-01,AAVE,2.4759671746776086,7.469402164414213,51.2,45.19291979945532,20.67878787878788
357,53,2021-10-02,AAVE,2.344422700587084,7.871816052359772,59.1,51.9817275588259,25.208764607679466
358,55,2021-10-03,AAVE,2.2972067039106143,6.703612086596385,46.2,42.89988344972513,20.1113813229572
359,65,2021-10-04,AAVE,2.379014989293362,7.1163827334381455,52.7,41.737406616979825,22.152025202520253
360,67,2021-10-05,AAVE,2.3879310344827585,7.404504942897511,52.7,46.70248625311315,22.069314079422384
361,67,2021-10-06,AAVE,2.2582781456953644,6.934863712539473,50.2,41.59807687862505,22.22932551319648
362,66,2021-10-07,AAVE,2.249126891734575,6.8330649937508605,47.3,41.263516304088505,21.030383022774327
363,62,2021-10-08,AAVE,2.3642311886586698,6.657099403682647,51.3,34.833094098062034,21.698385608856086
364,62,2021-10-09,AAVE,2.3423423423423424,6.543405324795501,47.9,35.208742601171586,20.449615384615385
